发生时间,开关机状态,加热中,保温中,实际温度,热水量,水流量,加热剩余时间,当前设置温度
20141103222629,开,开,关,36°C,0%,0,18分钟,50°C
20141103222633,开,开,关,37°C,0%,0,18分钟,50°C
20141103222635,开,开,关,37°C,0%,0,19分钟,50°C
20141103222640,开,开,关,36°C,0%,0,19分钟,50°C
20141103222641,开,开,关,36°C,0%,0,18分钟,50°C
20141103222646,开,开,关,37°C,0%,0,18分钟,50°C
20141103222648,开,开,关,37°C,0%,0,19分钟,50°C
20141103222738,开,开,关,36°C,0%,0,19分钟,50°C
20141103222800,开,开,关,36°C,0%,0,18分钟,50°C
20141103222811,开,开,关,37°C,0%,0,18分钟,50°C
20141103222812,开,开,关,37°C,0%,0,19分钟,50°C
20141103222823,开,开,关,36°C,0%,0,19分钟,50°C
20141103222825,开,开,关,36°C,0%,0,18分钟,50°C
20141103222831,开,开,关,37°C,0%,0,18分钟,50°C
20141103224154,关,关,关,37°C,25%,0,0分钟,50°C
20141103224156,关,关,关,37°C,25%,18,0分钟,50°C
20141103224217,关,关,关,37°C,25%,26,0分钟,50°C
20141103224221,关,关,关,37°C,25%,22,0分钟,50°C
20141103224227,关,关,关,37°C,25%,23,0分钟,50°C
20141103224229,关,关,关,37°C,25%,27,0分钟,50°C
20141103224231,关,关,关,37°C,25%,28,0分钟,50°C
20141103224247,关,关,关,37°C,25%,27,0分钟,50°C
20141103224249,关,关,关,37°C,25%,28,0分钟,50°C
20141103224253,关,关,关,37°C,25%,27,0分钟,50°C
20141103224255,关,关,关,37°C,25%,28,0分钟,50°C
20141103224259,关,关,关,37°C,25%,27,0分钟,50°C
20141103224301,关,关,关,37°C,25%,28,0分钟,50°C
20141103224309,关,关,关,37°C,25%,27,0分钟,50°C
20141103224311,关,关,关,37°C,25%,26,0分钟,50°C
20141103224335,关,关,关,37°C,25%,27,0分钟,50°C
20141103224337,关,关,关,37°C,25%,28,0分钟,50°C
20141103224343,关,关,关,37°C,25%,27,0分钟,50°C
20141103224348,关,关,关,37°C,25%,28,0分钟,50°C
20141103224400,关,关,关,37°C,25%,27,0分钟,50°C
20141103224402,关,关,关,37°C,25%,28,0分钟,50°C
20141103224408,关,关,关,37°C,25%,27,0分钟,50°C
20141103224414,关,关,关,37°C,25%,28,0分钟,50°C
20141103224420,关,关,关,37°C,25%,27,0分钟,50°C
20141103224424,关,关,关,37°C,25%,28,0分钟,50°C
20141103224426,关,关,关,37°C,25%,27,0分钟,50°C
20141103224428,关,关,关,37°C,25%,28,0分钟,50°C
20141103224430,关,关,关,37°C,25%,27,0分钟,50°C
20141103224438,关,关,关,37°C,25%,28,0分钟,50°C
20141103224444,关,关,关,37°C,25%,27,0分钟,50°C
20141103224448,关,关,关,37°C,25%,28,0分钟,50°C
20141103224452,关,关,关,37°C,25%,27,0分钟,50°C
20141103224454,关,关,关,37°C,25%,28,0分钟,50°C
20141103224456,关,关,关,37°C,25%,27,0分钟,50°C
20141103224458,关,关,关,37°C,25%,28,0分钟,50°C
20141103224500,关,关,关,37°C,25%,27,0分钟,50°C
20141103224504,关,关,关,37°C,25%,28,0分钟,50°C
20141103224506,关,关,关,37°C,25%,27,0分钟,50°C
20141103224508,关,关,关,37°C,25%,28,0分钟,50°C
20141103224518,关,关,关,37°C,25%,27,0分钟,50°C
20141103224520,关,关,关,37°C,25%,28,0分钟,50°C
20141103224522,关,关,关,37°C,25%,27,0分钟,50°C
20141103224524,关,关,关,37°C,25%,28,0分钟,50°C
20141103224528,关,关,关,37°C,25%,27,0分钟,50°C
20141103224531,关,关,关,37°C,25%,26,0分钟,50°C
20141103224532,关,关,关,37°C,25%,28,0分钟,50°C
20141103224641,关,关,关,37°C,0%,0,0分钟,50°C
20141103225047,关,关,关,36°C,0%,0,0分钟,50°C
20141103225050,关,关,关,36°C,0%,38,0分钟,50°C
20141103225056,关,关,关,36°C,0%,41,0分钟,50°C
20141103225058,关,关,关,36°C,0%,0,0分钟,50°C
20141103225100,关,关,关,36°C,0%,48,0分钟,50°C
20141103225102,关,关,关,36°C,0%,50,0分钟,50°C
20141103225104,关,关,关,36°C,0%,48,0分钟,50°C
20141103225108,关,关,关,36°C,0%,50,0分钟,50°C
20141103225112,关,关,关,36°C,0%,48,0分钟,50°C
20141103225118,关,关,关,36°C,0%,50,0分钟,50°C
20141103225120,关,关,关,36°C,0%,37,0分钟,50°C
20141103225321,关,关,关,36°C,0%,0,0分钟,50°C
20141103225327,关,关,关,35°C,0%,0,0分钟,50°C
20141103225401,关,关,关,36°C,0%,0,0分钟,50°C
20141103225450,关,关,关,35°C,0%,0,0分钟,50°C
20141103225452,关,关,关,35°C,0%,10,0分钟,50°C
20141103225454,关,关,关,35°C,0%,36,0分钟,50°C
20141103225504,关,关,关,35°C,0%,37,0分钟,50°C
20141103225506,关,关,关,35°C,0%,38,0分钟,50°C
20141103225508,关,关,关,35°C,0%,37,0分钟,50°C
20141103225514,关,关,关,35°C,0%,38,0分钟,50°C
20141103225516,关,关,关,35°C,0%,37,0分钟,50°C
20141103225518,关,关,关,35°C,0%,31,0分钟,50°C
20141103231556,关,关,关,35°C,0%,0,0分钟,50°C
20141103231614,关,关,关,35°C,0%,0,0分钟,50°C
20141103231632,关,关,关,34°C,0%,0,0分钟,50°C
20141103231638,关,关,关,35°C,0%,0,0分钟,50°C
20141104010042,关,关,关,34°C,0%,0,0分钟,50°C
20141104010256,关,关,关,34°C,0%,0,0分钟,50°C
20141104010308,关,关,关,33°C,0%,0,0分钟,50°C
20141104010326,关,关,关,34°C,0%,0,0分钟,50°C
20141104010332,关,关,关,33°C,0%,0,0分钟,50°C
20141104010350,关,关,关,34°C,0%,0,0分钟,50°C
20141104010356,关,关,关,33°C,0%,0,0分钟,50°C
20141104010402,关,关,关,34°C,0%,0,0分钟,50°C
20141104010414,关,关,关,33°C,0%,0,0分钟,50°C
20141104010420,关,关,关,34°C,0%,0,0分钟,50°C
20141104010427,关,关,关,33°C,0%,0,0分钟,50°C
20141104010439,关,关,关,34°C,0%,0,0分钟,50°C
20141104010509,关,关,关,33°C,0%,0,0分钟,50°C
20141104010536,关,关,关,34°C,0%,0,0分钟,50°C
20141104010557,关,关,关,33°C,0%,0,0分钟,50°C
20141104010603,关,关,关,34°C,0%,0,0分钟,50°C
20141104010616,关,关,关,33°C,0%,0,0分钟,50°C
20141104010710,关,关,关,34°C,0%,0,0分钟,50°C
20141104010734,关,关,关,33°C,0%,0,0分钟,50°C
20141104010805,关,关,关,34°C,0%,0,0分钟,50°C
20141104010811,关,关,关,33°C,0%,0,0分钟,50°C
20141104010817,关,关,关,34°C,0%,0,0分钟,50°C
20141104010847,关,关,关,33°C,0%,0,0分钟,50°C
20141104010859,关,关,关,34°C,0%,0,0分钟,50°C
20141104010905,关,关,关,33°C,0%,0,0分钟,50°C
20141104010911,关,关,关,34°C,0%,0,0分钟,50°C
20141104010917,关,关,关,33°C,0%,0,0分钟,50°C
20141104010923,关,关,关,34°C,0%,0,0分钟,50°C
20141104010929,关,关,关,33°C,0%,0,0分钟,50°C
20141104010935,关,关,关,34°C,0%,0,0分钟,50°C
20141104011006,关,关,关,33°C,0%,0,0分钟,50°C
20141104011024,关,关,关,34°C,0%,0,0分钟,50°C
20141104011036,关,关,关,33°C,0%,0,0分钟,50°C
20141104011042,关,关,关,34°C,0%,0,0分钟,50°C
20141104011155,关,关,关,33°C,0%,0,0分钟,50°C
20141104011201,关,关,关,34°C,0%,0,0分钟,50°C
20141104011207,关,关,关,33°C,0%,0,0分钟,50°C
20141104011225,关,关,关,34°C,0%,0,0分钟,50°C
20141104011231,关,关,关,33°C,0%,0,0分钟,50°C
20141104011243,关,关,关,34°C,0%,0,0分钟,50°C
20141104011320,关,关,关,33°C,0%,0,0分钟,50°C
20141104011420,关,关,关,34°C,0%,0,0分钟,50°C
20141104011426,关,关,关,33°C,0%,0,0分钟,50°C
20141104011432,关,关,关,34°C,0%,0,0分钟,50°C
20141104011500,关,关,关,33°C,0%,0,0分钟,50°C
20141104011502,关,关,关,34°C,0%,0,0分钟,50°C
20141104011509,关,关,关,33°C,0%,0,0分钟,50°C
20141104011515,关,关,关,34°C,0%,0,0分钟,50°C
20141104050819,关,关,关,33°C,0%,0,0分钟,50°C
20141104050831,关,关,关,33°C,0%,0,0分钟,50°C
20141104050837,关,关,关,32°C,0%,0,0分钟,50°C
20141104051145,关,关,关,33°C,0%,0,0分钟,50°C
20141104051151,关,关,关,32°C,0%,0,0分钟,50°C
20141104051346,关,关,关,33°C,0%,0,0分钟,50°C
20141104051352,关,关,关,32°C,0%,0,0分钟,50°C
20141104051440,关,关,关,33°C,0%,0,0分钟,50°C
20141104051453,关,关,关,32°C,0%,0,0分钟,50°C
20141104051459,关,关,关,33°C,0%,0,0分钟,50°C
20141104051511,关,关,关,32°C,0%,0,0分钟,50°C
20141104051601,关,关,关,33°C,0%,0,0分钟,50°C
20141104051611,关,关,关,32°C,0%,0,0分钟,50°C
20141104051623,关,关,关,33°C,0%,0,0分钟,50°C
20141104051629,关,关,关,32°C,0%,0,0分钟,50°C
20141104051831,关,关,关,33°C,0%,0,0分钟,50°C
20141104051837,关,关,关,32°C,0%,0,0分钟,50°C
20141104052013,关,关,关,33°C,0%,0,0分钟,50°C
20141104052020,关,关,关,32°C,0%,0,0分钟,50°C
20141104052038,关,关,关,33°C,0%,0,0分钟,50°C
20141104052050,关,关,关,32°C,0%,0,0分钟,50°C
20141104052132,关,关,关,33°C,0%,0,0分钟,50°C
20141104052138,关,关,关,32°C,0%,0,0分钟,50°C
20141104052156,关,关,关,33°C,0%,0,0分钟,50°C
20141104052203,关,关,关,32°C,0%,0,0分钟,50°C
20141104052209,关,关,关,33°C,0%,0,0分钟,50°C
20141104052215,关,关,关,32°C,0%,0,0分钟,50°C
20141104052239,关,关,关,33°C,0%,0,0分钟,50°C
20141104052245,关,关,关,32°C,0%,0,0分钟,50°C
20141104052309,关,关,关,33°C,0%,0,0分钟,50°C
20141104052315,关,关,关,32°C,0%,0,0分钟,50°C
20141104052333,关,关,关,33°C,0%,0,0分钟,50°C
20141104052339,关,关,关,32°C,0%,0,0分钟,50°C
20141104052346,关,关,关,33°C,0%,0,0分钟,50°C
20141104052352,关,关,关,32°C,0%,0,0分钟,50°C
20141104052446,关,关,关,33°C,0%,0,0分钟,50°C
20141104052452,关,关,关,32°C,0%,0,0分钟,50°C
20141104052510,关,关,关,33°C,0%,0,0分钟,50°C
20141104052516,关,关,关,32°C,0%,0,0分钟,50°C
20141104052535,关,关,关,33°C,0%,0,0分钟,50°C
20141104052541,关,关,关,32°C,0%,0,0分钟,50°C
20141104052553,关,关,关,33°C,0%,0,0分钟,50°C
20141104052605,关,关,关,32°C,0%,0,0分钟,50°C
20141104052629,关,关,关,33°C,0%,0,0分钟,50°C
20141104052635,关,关,关,32°C,0%,0,0分钟,50°C
20141104052718,关,关,关,33°C,0%,0,0分钟,50°C
20141104052724,关,关,关,32°C,0%,0,0分钟,50°C
20141104052730,关,关,关,33°C,0%,0,0分钟,50°C
20141104052736,关,关,关,32°C,0%,0,0分钟,50°C
20141104052800,关,关,关,33°C,0%,0,0分钟,50°C
20141104052806,关,关,关,32°C,0%,0,0分钟,50°C
20141104052812,关,关,关,33°C,0%,0,0分钟,50°C
20141104052818,关,关,关,32°C,0%,0,0分钟,50°C
20141104052848,关,关,关,33°C,0%,0,0分钟,50°C
20141104052854,关,关,关,32°C,0%,0,0分钟,50°C
20141104052913,关,关,关,33°C,0%,0,0分钟,50°C
20141104052919,关,关,关,32°C,0%,0,0分钟,50°C
20141104052925,关,关,关,33°C,0%,0,0分钟,50°C
20141104052931,关,关,关,32°C,0%,0,0分钟,50°C
20141104052937,关,关,关,33°C,0%,0,0分钟,50°C
20141104052943,关,关,关,32°C,0%,0,0分钟,50°C
20141104052949,关,关,关,33°C,0%,0,0分钟,50°C
20141104052955,关,关,关,32°C,0%,0,0分钟,50°C
20141104053001,关,关,关,33°C,0%,0,0分钟,50°C
20141104053007,关,关,关,32°C,0%,0,0分钟,50°C
20141104053019,关,关,关,33°C,0%,0,0分钟,50°C
20141104053031,关,关,关,32°C,0%,0,0分钟,50°C
20141104053056,关,关,关,33°C,0%,0,0分钟,50°C
20141104053102,关,关,关,32°C,0%,0,0分钟,50°C
20141104053108,关,关,关,33°C,0%,0,0分钟,50°C
20141104053120,关,关,关,32°C,0%,0,0分钟,50°C
20141104053144,关,关,关,33°C,0%,0,0分钟,50°C
20141104053150,关,关,关,32°C,0%,0,0分钟,50°C
20141104053156,关,关,关,33°C,0%,0,0分钟,50°C
20141104053214,关,关,关,32°C,0%,0,0分钟,50°C
20141104053220,关,关,关,33°C,0%,0,0分钟,50°C
20141104053232,关,关,关,32°C,0%,0,0分钟,50°C
20141104053245,关,关,关,33°C,0%,0,0分钟,50°C
20141104053303,关,关,关,32°C,0%,0,0分钟,50°C
20141104053309,关,关,关,33°C,0%,0,0分钟,50°C
20141104053315,关,关,关,32°C,0%,0,0分钟,50°C
20141104053327,关,关,关,33°C,0%,0,0分钟,50°C
20141104053339,关,关,关,32°C,0%,0,0分钟,50°C
20141104053345,关,关,关,33°C,0%,0,0分钟,50°C
20141104053351,关,关,关,32°C,0%,0,0分钟,50°C
20141104053357,关,关,关,33°C,0%,0,0分钟,50°C
20141104053452,关,关,关,32°C,0%,0,0分钟,50°C
20141104053458,关,关,关,33°C,0%,0,0分钟,50°C
20141104053504,关,关,关,32°C,0%,0,0分钟,50°C
20141104053510,关,关,关,33°C,0%,0,0分钟,50°C
20141104053528,关,关,关,32°C,0%,0,0分钟,50°C
20141104053534,关,关,关,33°C,0%,0,0分钟,50°C
20141104053546,关,关,关,32°C,0%,0,0分钟,50°C
20141104053552,关,关,关,33°C,0%,0,0分钟,50°C
20141104053604,关,关,关,32°C,0%,0,0分钟,50°C
20141104053611,关,关,关,33°C,0%,0,0分钟,50°C
20141104053617,关,关,关,32°C,0%,0,0分钟,50°C
20141104053623,关,关,关,33°C,0%,0,0分钟,50°C
20141104053629,关,关,关,32°C,0%,0,0分钟,50°C
20141104053635,关,关,关,33°C,0%,0,0分钟,50°C
20141104053647,关,关,关,32°C,0%,0,0分钟,50°C
20141104053659,关,关,关,33°C,0%,0,0分钟,50°C
20141104053710,关,关,关,32°C,0%,0,0分钟,50°C
20141104053717,关,关,关,33°C,0%,0,0分钟,50°C
20141104053723,关,关,关,32°C,0%,0,0分钟,50°C
20141104053729,关,关,关,33°C,0%,0,0分钟,50°C
20141104053800,关,关,关,32°C,0%,0,0分钟,50°C
20141104053806,关,关,关,33°C,0%,0,0分钟,50°C
20141104053830,关,关,关,32°C,0%,0,0分钟,50°C
20141104053836,关,关,关,33°C,0%,0,0分钟,50°C
20141104053942,关,关,关,32°C,0%,0,0分钟,50°C
20141104053949,关,关,关,33°C,0%,0,0分钟,50°C
20141104054049,关,关,关,32°C,0%,0,0分钟,50°C
20141104054055,关,关,关,33°C,0%,0,0分钟,50°C
20141104054119,关,关,关,32°C,0%,0,0分钟,50°C
20141104054125,关,关,关,33°C,0%,0,0分钟,50°C
20141104054226,关,关,关,32°C,0%,0,0分钟,50°C
20141104054232,关,关,关,33°C,0%,0,0分钟,50°C
20141104054320,关,关,关,32°C,0%,0,0分钟,50°C
20141104054327,关,关,关,33°C,0%,0,0分钟,50°C
20141104054357,关,关,关,32°C,0%,0,0分钟,50°C
20141104054403,关,关,关,33°C,0%,0,0分钟,50°C
20141104054421,关,关,关,32°C,0%,0,0分钟,50°C
20141104054427,关,关,关,33°C,0%,0,0分钟,50°C
20141104054747,关,关,关,32°C,0%,0,0分钟,50°C
20141104054753,关,关,关,33°C,0%,0,0分钟,50°C
20141104111519,关,关,关,32°C,0%,0,0分钟,50°C
20141104111732,关,关,关,32°C,0%,0,0分钟,50°C
20141104111738,关,关,关,31°C,0%,0,0分钟,50°C
20141104111903,关,关,关,32°C,0%,0,0分钟,50°C
20141104111909,关,关,关,31°C,0%,0,0分钟,50°C
20141104112040,关,关,关,32°C,0%,0,0分钟,50°C
20141104112046,关,关,关,31°C,0%,0,0分钟,50°C
20141104112135,关,关,关,32°C,0%,0,0分钟,50°C
20141104112141,关,关,关,31°C,0%,0,0分钟,50°C
20141104112311,关,关,关,32°C,0%,0,0分钟,50°C
20141104112318,关,关,关,31°C,0%,0,0分钟,50°C
20141104112507,关,关,关,32°C,0%,0,0分钟,50°C
20141104112513,关,关,关,31°C,0%,0,0分钟,50°C
20141104112702,关,关,关,32°C,0%,0,0分钟,50°C
20141104112708,关,关,关,31°C,0%,0,0分钟,50°C
20141104112716,关,关,关,32°C,0%,0,0分钟,50°C
20141104112720,关,关,关,31°C,0%,0,0分钟,50°C
20141104112732,关,关,关,32°C,0%,0,0分钟,50°C
20141104112738,关,关,关,31°C,0%,0,0分钟,50°C
20141104112915,关,关,关,32°C,0%,0,0分钟,50°C
20141104112921,关,关,关,31°C,0%,0,0分钟,50°C
20141104112927,关,关,关,32°C,0%,0,0分钟,50°C
20141104112936,关,关,关,31°C,0%,0,0分钟,50°C
20141104113015,关,关,关,32°C,0%,0,0分钟,50°C
20141104113027,关,关,关,31°C,0%,0,0分钟,50°C
20141104113040,关,关,关,32°C,0%,0,0分钟,50°C
20141104113046,关,关,关,31°C,0%,0,0分钟,50°C
20141104113311,关,关,关,32°C,0%,0,0分钟,50°C
20141104113329,关,关,关,32°C,0%,0,0分钟,50°C
20141104113341,关,关,关,31°C,0%,0,0分钟,50°C
20141104113353,关,关,关,32°C,0%,0,0分钟,50°C
20141104113412,关,关,关,31°C,0%,0,0分钟,50°C
20141104113419,关,关,关,32°C,0%,0,0分钟,50°C
20141104113506,关,关,关,31°C,0%,0,0分钟,50°C
20141104113512,关,关,关,32°C,0%,0,0分钟,50°C
20141104113643,关,关,关,31°C,0%,0,0分钟,50°C
20141104113649,关,关,关,32°C,0%,0,0分钟,50°C
20141104113737,关,关,关,31°C,0%,0,0分钟,50°C
20141104113743,关,关,关,32°C,0%,0,0分钟,50°C
20141104114027,关,关,关,31°C,0%,0,0分钟,50°C
20141104114033,关,关,关,32°C,0%,0,0分钟,50°C
20141104114109,关,关,关,31°C,0%,0,0分钟,50°C
20141104114115,关,关,关,32°C,0%,0,0分钟,50°C
20141104114122,关,关,关,31°C,0%,0,0分钟,50°C
20141104114128,关,关,关,32°C,0%,0,0分钟,50°C
20141104114152,关,关,关,31°C,0%,0,0分钟,50°C
20141104114158,关,关,关,32°C,0%,0,0分钟,50°C
20141104114204,关,关,关,31°C,0%,0,0分钟,50°C
20141104114210,关,关,关,32°C,0%,0,0分钟,50°C
20141104114228,关,关,关,31°C,0%,0,0分钟,50°C
20141104114240,关,关,关,32°C,0%,0,0分钟,50°C
20141104114258,关,关,关,31°C,0%,0,0分钟,50°C
20141104114304,关,关,关,32°C,0%,0,0分钟,50°C
20141104114329,关,关,关,31°C,0%,0,0分钟,50°C
20141104114335,关,关,关,32°C,0%,0,0分钟,50°C
20141104114411,关,关,关,31°C,0%,0,0分钟,50°C
20141104114417,关,关,关,32°C,0%,0,0分钟,50°C
20141104114536,关,关,关,31°C,0%,0,0分钟,50°C
20141104114542,关,关,关,32°C,0%,0,0分钟,50°C
20141104114618,关,关,关,31°C,0%,0,0分钟,50°C
20141104114624,关,关,关,32°C,0%,0,0分钟,50°C
20141104114642,关,关,关,31°C,0%,0,0分钟,50°C
20141104114648,关,关,关,32°C,0%,0,0分钟,50°C
20141104114755,关,关,关,31°C,0%,0,0分钟,50°C
20141104114801,关,关,关,32°C,0%,0,0分钟,50°C
20141104114902,关,关,关,31°C,0%,0,0分钟,50°C
20141104114908,关,关,关,32°C,0%,0,0分钟,50°C
20141104115026,关,关,关,31°C,0%,0,0分钟,50°C
20141104115032,关,关,关,32°C,0%,0,0分钟,50°C
20141104115103,关,关,关,31°C,0%,0,0分钟,50°C
20141104115109,关,关,关,32°C,0%,0,0分钟,50°C
20141104115453,关,关,关,31°C,0%,0,0分钟,50°C
20141104115459,关,关,关,32°C,0%,0,0分钟,50°C
20141104145425,关,关,关,31°C,0%,0,0分钟,50°C
20141104145430,关,关,关,31°C,0%,0,0分钟,50°C
20141104145435,关,关,关,31°C,0%,0,0分钟,50°C
20141104145440,关,关,关,31°C,0%,0,0分钟,50°C
20141104145445,关,关,关,31°C,0%,0,0分钟,50°C
20141104145450,关,关,关,31°C,0%,0,0分钟,50°C
20141104145455,关,关,关,31°C,0%,0,0分钟,50°C
20141104145500,关,关,关,31°C,0%,0,0分钟,50°C
20141104145505,关,关,关,31°C,0%,0,0分钟,50°C
20141104145510,关,关,关,31°C,0%,0,0分钟,50°C
20141104145515,关,关,关,31°C,0%,0,0分钟,50°C
20141104145520,关,关,关,31°C,0%,0,0分钟,50°C
20141104145525,关,关,关,31°C,0%,0,0分钟,50°C
20141104145530,关,关,关,31°C,0%,0,0分钟,50°C
20141104145535,关,关,关,31°C,0%,0,0分钟,50°C
20141104145540,关,关,关,31°C,0%,0,0分钟,50°C
20141104145545,关,关,关,31°C,0%,0,0分钟,50°C
20141104145550,关,关,关,31°C,0%,0,0分钟,50°C
20141104193209,关,关,关,31°C,0%,0,0分钟,50°C
20141104193619,关,关,关,31°C,0%,0,0分钟,50°C
20141104193621,关,关,关,31°C,0%,8,0分钟,50°C
20141104202957,关,关,关,31°C,0%,0,0分钟,50°C
20141104203058,开,开,关,31°C,0%,0,25分钟,50°C
20141104203111,开,开,关,31°C,0%,0,24分钟,50°C
20141104203114,开,开,关,31°C,0%,0,25分钟,50°C
20141104203140,开,开,关,32°C,0%,0,25分钟,50°C
20141104203144,开,开,关,32°C,0%,0,24分钟,50°C
20141104203146,开,开,关,33°C,0%,0,24分钟,50°C
20141104203247,开,开,关,33°C,0%,0,23分钟,50°C
20141104203251,开,开,关,33°C,0%,0,22分钟,50°C
20141104203332,开,开,关,34°C,0%,0,22分钟,50°C
20141104203415,开,开,关,34°C,0%,0,21分钟,50°C
20141104203428,开,开,关,35°C,0%,0,21分钟,50°C
20141104203500,开,开,关,35°C,0%,0,20分钟,50°C
20141104203504,开,开,关,35°C,0%,0,19分钟,50°C
20141104203506,开,开,关,36°C,0%,0,19分钟,50°C
20141104203510,开,开,关,36°C,0%,0,21分钟,50°C
20141104203512,开,开,关,35°C,0%,0,21分钟,50°C
20141104203516,开,开,关,35°C,0%,0,19分钟,50°C
20141104203600,开,开,关,36°C,0%,0,19分钟,50°C
20141104203604,开,开,关,36°C,0%,0,18分钟,50°C
20141104203627,开,开,关,37°C,0%,0,18分钟,50°C
20141104203715,开,开,关,37°C,0%,0,17分钟,50°C
20141104203717,开,开,关,37°C,0%,0,16分钟,50°C
20141104203755,开,开,关,38°C,0%,0,16分钟,50°C
20141104203759,开,开,关,38°C,0%,0,15分钟,50°C
20141104203832,开,开,关,39°C,0%,0,15分钟,50°C
20141104203912,开,开,关,39°C,0%,0,14分钟,50°C
20141104203920,开,开,关,40°C,0%,0,14分钟,50°C
20141104204009,开,开,关,40°C,0%,0,13分钟,50°C
20141104204013,开,开,关,40°C,0%,0,12分钟,50°C
20141104204113,开,开,关,41°C,0%,0,12分钟,50°C
20141104204131,开,开,关,42°C,0%,0,11分钟,50°C
20141104204228,开,开,关,42°C,0%,0,10分钟,50°C
20141104204232,开,开,关,42°C,0%,0,9分钟,50°C
20141104204310,开,开,关,43°C,0%,0,9分钟,50°C
20141104204314,开,开,关,43°C,25%,0,8分钟,50°C
20141104204343,开,开,关,44°C,25%,0,8分钟,50°C
20141104204433,开,开,关,44°C,25%,0,7分钟,50°C
20141104204435,开,开,关,45°C,25%,0,7分钟,50°C
20141104204530,开,开,关,45°C,25%,0,6分钟,50°C
20141104204534,开,开,关,45°C,25%,0,5分钟,50°C
20141104204612,开,开,关,46°C,25%,0,5分钟,50°C
20141104204634,开,开,关,46°C,25%,0,4分钟,50°C
20141104204646,开,开,关,47°C,25%,0,4分钟,50°C
20141104204747,开,开,关,47°C,25%,0,3分钟,50°C
20141104204811,开,开,关,47°C,25%,0,2分钟,50°C
20141104204844,开,开,关,48°C,25%,0,2分钟,50°C
20141104204848,开,开,关,48°C,25%,0,1分钟,50°C
20141104204910,开,开,关,49°C,25%,0,1分钟,50°C
20141104204926,开,开,关,49°C,25%,0,0分钟,50°C
20141104204928,开,关,开,50°C,100%,0,0分钟,50°C
20141104210352,开,关,开,50°C,50%,0,0分钟,50°C
20141104210354,开,开,关,50°C,50%,32,0分钟,50°C
20141104210405,开,开,关,50°C,50%,35,0分钟,50°C
20141104210408,开,开,关,50°C,50%,33,0分钟,50°C
20141104210412,开,开,关,50°C,50%,35,0分钟,50°C
20141104210418,开,开,关,50°C,50%,33,0分钟,50°C
20141104210424,开,开,关,50°C,50%,35,0分钟,50°C
20141104210426,开,开,关,50°C,50%,33,0分钟,50°C
20141104210436,开,开,关,50°C,50%,35,0分钟,50°C
20141104210439,开,开,关,50°C,50%,33,0分钟,50°C
20141104210441,开,开,关,50°C,50%,17,0分钟,50°C
20141104210443,开,开,关,50°C,50%,48,0分钟,50°C
20141104210445,开,开,关,50°C,50%,50,0分钟,50°C
20141104210447,关,关,关,50°C,50%,48,0分钟,50°C
20141104210449,关,关,关,50°C,50%,50,0分钟,50°C
20141104210451,关,关,关,50°C,50%,48,0分钟,50°C
20141104210501,关,关,关,50°C,50%,50,0分钟,50°C
20141104210503,关,关,关,50°C,50%,48,0分钟,50°C
20141104210507,关,关,关,50°C,50%,50,0分钟,50°C
20141104210509,关,关,关,50°C,50%,48,0分钟,50°C
20141104210517,关,关,关,50°C,50%,50,0分钟,50°C
20141104210519,关,关,关,50°C,50%,45,0分钟,50°C
20141104210521,关,关,关,50°C,50%,46,0分钟,50°C
20141104210523,关,关,关,50°C,50%,36,0分钟,50°C
20141104210529,关,关,关,50°C,50%,0,0分钟,50°C
20141104210531,关,关,关,50°C,50%,48,0分钟,50°C
20141104210543,关,关,关,50°C,50%,50,0分钟,50°C
20141104210545,关,关,关,50°C,50%,46,0分钟,50°C
20141104211923,关,关,关,50°C,50%,0,0分钟,50°C
20141104211929,关,关,关,49°C,50%,0,0分钟,50°C
20141104211947,关,关,关,50°C,50%,0,0分钟,50°C
20141104211951,关,关,关,49°C,50%,0,0分钟,50°C
20141104211953,关,关,关,49°C,50%,53,0分钟,50°C
20141104211957,关,关,关,50°C,50%,48,0分钟,50°C
20141104211959,关,关,关,50°C,50%,47,0分钟,50°C
20141104212001,关,关,关,50°C,50%,30,0分钟,50°C
20141104212003,关,关,关,50°C,50%,31,0分钟,50°C
20141104212005,关,关,关,50°C,50%,30,0分钟,50°C
20141104212009,关,关,关,49°C,50%,35,0分钟,50°C
20141104212011,关,关,关,49°C,50%,33,0分钟,50°C
20141104212015,关,关,关,49°C,50%,35,0分钟,50°C
20141104212017,关,关,关,49°C,50%,36,0分钟,50°C
20141104212023,关,关,关,49°C,50%,35,0分钟,50°C
20141104212025,关,关,关,49°C,50%,33,0分钟,50°C
20141104212031,关,关,关,49°C,50%,35,0分钟,50°C
20141104212032,关,关,关,49°C,50%,33,0分钟,50°C
20141104212036,关,关,关,49°C,50%,40,0分钟,50°C
20141104212038,关,关,关,49°C,50%,38,0分钟,50°C
20141104212040,关,关,关,49°C,50%,40,0分钟,50°C
20141104212042,关,关,关,49°C,50%,38,0分钟,50°C
20141104212044,关,关,关,49°C,50%,46,0分钟,50°C
20141104212048,关,关,关,49°C,50%,45,0分钟,50°C
20141104212050,关,关,关,49°C,50%,37,0分钟,50°C
20141104212052,关,关,关,49°C,50%,31,0分钟,50°C
20141104212056,关,关,关,49°C,50%,38,0分钟,50°C
20141104212102,关,关,关,49°C,50%,37,0分钟,50°C
20141104212104,关,关,关,49°C,50%,36,0分钟,50°C
20141104212106,关,关,关,49°C,50%,37,0分钟,50°C
